New PHI-base Acc	Old PHI-base Acc	UniProt Acc	Gene Name (PHI-base)	Gene Names (UniProt)	Protein Names (UniProt)	EMBL Accessions (UniProt)	Pathogen Taxon	Disease	Host Taxon	Cotyledons	Tissue	GO Annotations (UniProt)	GO Annotations (PHI-base)	Phenotype Outcome	Defects	Inducers	CAS Registry IDs	ChEBI IDs	FRAC Codes	FRAC Mode of Action	FRAC Target Site	FRAC Group	FRAC Chemical Group	FRAC Common Name	FRAC Resistance Risk	FRAC Comment	Host Response	Experiment Specifications	Curators	Approver	Species Experts	PubMed IDs	Curation Date
PHI:I1869	PHI:1893	I1RNY0	GzZC208	FGSG_05725	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1870	PHI:1894	I1RNX2	GzZC209	FGSG_05716	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1871	PHI:1895	I1RNU2	GzZC210	FGSG_05682	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1872	PHI:1896	I1RNR1	GzZC211	FGSG_05646	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1873	PHI:1897	I1RH09	GzZC212	FGSG_03044	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1874	PHI:1898	I1RH03	GzZC213	FGSG_03037	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1875	PHI:1899	I1RGU2	GzZC214	FGSG_02969	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1876	PHI:1900	I1RND0	GzZC215	FGSG_05503	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Wild Type;Sexual Spores:Aberrant													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1877	PHI:1901	I1RK07	GzZC216	FGSG_04191	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1878	PHI:1902	I1RJS7	GzZC217	FGSG_04109	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0009074:aromatic amino acid family catabolic process [GO:0009074]; GO:0005634: nucleus [GO:0005634]; GO:0045944: positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; GO:0043565: sequence-specific DNA binding [GO:0043565]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Reduced													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1879	PHI:1903	I1RHR4	GzZC218	FGSG_03327	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1880	PHI:1904	I1RHR0	GzZC219	FGSG_03322	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1881	PHI:1905	I1RHN3	GzZC220	FGSG_03294	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1882	PHI:1906	I1RHN1	GzZC221	FGSG_03292	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1883	PHI:1907	I1RHJ0	GzZC222	FGSG_03246	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1884	PHI:1908	I1RHH3	GzZC223	FGSG_03226	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1885	PHI:1909	I1RHG6	GzZC224	FGSG_03219	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1886	PHI:1910	I1RHG2	GzZC225	FGSG_03214	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1887	PHI:1911	I1RHF6	GzZC226	FGSG_03207	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1888	PHI:1912	I1RHF1	GzZC227	FGSG_03201	Uncharacterized protein	DS231664	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0003677:DNA binding [GO:0003677]; GO:0005634: nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Sexual Spores:Wild Type;Vegetative Spores:Wild Type													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1889	PHI:1913	I1RP37	GzZC228	FGSG_05789	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0005634:nucleus [GO:0005634]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Wild Type;Sexual Spores:Aberrant													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
PHI:I1890	PHI:1914	I1RQ27	GzZC229	FGSG_06160	Uncharacterized protein	DS231665	229533:Fusarium graminearum PH-1		4564:Triticum	Monocot		GO:0030437:ascospore formation [GO:0030437]; GO:0006974: cellular response to calcium ion [GO:0071277]; GO:0071277: cellular response to DNA damage stimulus [GO:0006974]; GO:0005634: nucleus [GO:0005634]; GO:0031137: regulation of conjugation with cellular fusion [GO:0031137]; GO:0000981: sequence-specific DNA binding RNA polymerase II transcription factor activity [GO:0000981]; GO:0008270: zinc ion binding [GO:0008270]		POO:0000003:unaffected pathogenicity	In Vitro Growth:Wild Type;Vegetative Spores:Reduced;Sexual Spores:Defective													ESO:0000002:gene deletion	Martin Urban,Rothamsted Research		Martin Urban	22028654: Son H, Seo YS, Min K, Park AR, Lee J, Jin JM, Lin Y, Cao P, Hong SY, Kim EK, Lee SH, Cho A, Lee S, Kim MG, Kim Y, Kim JE, Kim JC, Choi GJ, Yun SH, Lim JY, Kim M, Lee YH, Choi YD, Lee YW. (2011). "A phenome-based functional analysis of transcription factors in the cereal head blight fungus, Fusarium graminearum." PLoS Pathog 7(10): e1002310. 10.1371/journal.ppat.1002310.	2015-04-18
